0,0,0,2,2,5
0,0,0,2,2,5
0,0,1,1,3,4
0,0,2,2,4,3
0,0,3,1,5,4
1,0,4,2,6,5
1,1,5,1,6,5
1,1,6,2,6,3
1,1,7,1,4,3
1,1,8,2,5,2
1,1,9,1,5,4
2,1,10,2,4,5
2,1,11,1,2,3
3,1,12,2,3,4
3,2,13,1,4,5
3,2,14,2,4,5
